표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
"KR7014280002","014280","금강공업보통주","금강공업","KUMKANG KIND","1988/09/10","KOSPI","주권",,"보통주","1000","29329357"
"KR7053260006","053260","금강철강","금강철강","KEUM KANG STEEL CO., LTD","2002/01/04","KOSDAQ","주권","우량기업부","보통주","500","18720000"
"KR7008870008","008870","금비보통주","금비","Kumbi","1990/06/08","KOSPI","주권",,"보통주","5000","1000000"
"KR7045890001","045890","금빛","GV","GeumVit Corp","2005/11/28","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","86766187"
"KR7001570001","001570","금양보통주","금양","Kumyang","1976/12/17","KOSPI","주권",,"보통주","500","47815112"
"KR7002991008","002995","금호건설1우선주","금호건설우","KUMHOE&C(1P)","1988/10/06","KOSPI","주권",,"구형우선주","5000","292266"
"KR7002990000","002990","금호건설보통주","금호건설","KUMHOE&C","1976/06/26","KOSPI","주권",,"보통주","5000","36633924"
"KR7011781002","011785","금호석유화학1우선주","금호석유우","KumhoPetrochemical(1P)","1988/10/20","KOSPI","주권",,"구형우선주","5000","3023486"
"KR7011780004","011780","금호석유화학보통주","금호석유","KumhoPetrochemical","1988/01/22","KOSPI","주권",,"보통주","5000","30467691"
"KR7214330003","214330","금호에이치티보통주","금호에이치티","Kumho HT, Inc.","2015/11/11","KOSPI","주권",,"보통주","500","125257661"
"KR7001210004","001210","금호전기보통주","금호전기","KumhoElectric","1973/11/15","KOSPI","주권",,"보통주","500","16467501"
"KR7073240004","073240","금호타이어보통주","금호타이어","KUMHOTIRECO.,INC","2005/02/17","KOSPI","주권",,"보통주","5000","287260287"
"KR7036190007","036190","금화피에스시","금화피에스시","GEUMHWA PSC CO.,LTD.","2000/12/26","KOSDAQ","주권","우량기업부","보통주","500","6000000"
"KR7049080005","049080","기가레인","기가레인","GIGALANE Co., Ltd.","2013/12/19","KOSDAQ","주권","중견기업부","보통주","500","72049635"
"KR7035460005","035460","기산텔레콤","기산텔레콤","Kisan Telecom CO.,Ltd","1999/11/18","KOSDAQ","주권","벤처기업부","보통주","500","14577340"
"KR7092440007","092440","기신정기 보통주","기신정기","KISHIN CORPORATION","2007/10/30","KOSPI","주권",,"보통주","500","29200000"
"KR7000270009","000270","기아보통주","기아","KIA CORPORATION","1973/07/21","KOSPI","주권",,"보통주","5000","405363347"
"KR7013700000","013700","까뮤이앤씨보통주","까뮤이앤씨","CAMUS ENGINEERING & CONSTRUCTION Inc.","1989/11/30","KOSPI","주권",,"보통주","500","45152280"
"KR7308100007","308100","까스텔바작","까스텔바작","Castelbajac Co., Ltd.","2019/06/10","KOSDAQ","주권","우량기업부","보통주","500","6596700"
"KR7004541009","004545","깨끗한나라1우선주","깨끗한나라우","KleanNara(1P)","1988/11/21","KOSPI","주권",,"구형우선주","1000","366160"
"KR7004540001","004540","깨끗한나라보통주","깨끗한나라","KleanNara","1975/06/25","KOSPI","주권",,"보통주","1000","37240693"
"KR7187790001","187790","나노","나노","NANO. Co., Ltd.","2014/05/08","KOSDAQ","주권","벤처기업부","보통주","500","26432775"
"KR7286750005","286750","나노브릭","나노브릭","NANOBRICK Co., Ltd.","2019/08/19","KOSDAQ","주권","기술성장기업부","보통주","500","9302068"
"KR7151910007","151910","나노스","나노스","NANOS Co.,Ltd.","2012/08/02","KOSDAQ","주권","중견기업부","보통주","100","148625347"
"KR7121600001","121600","나노신소재","나노신소재","Advanced Nano Products Co.,Ltd","2011/02/09","KOSDAQ","주권","벤처기업부","보통주","500","10848333"
"KR7247660004","247660","나노씨엠에스","나노씨엠에스","NANOCMS CO.,LTD","2021/03/09","KOSDAQ","주권","기술성장기업부","보통주","500","4208920"
"KR7039860002","039860","나노엔텍","나노엔텍","NanoenTek,Inc.","2000/08/16","KOSDAQ","주권","중견기업부","보통주","500","26798327"
"KR7091970004","091970","나노캠텍","나노캠텍","Nano Chem Tech Inc.","2007/01/30","KOSDAQ","주권","벤처기업부","보통주","500","28080425"
"KR7244880001","244880","나눔테크","나눔테크","NANOOM","2016/06/01","KONEX","주권","일반기업부","보통주","500","5020000"
"KR7288490006","288490","나라소프트","나라소프트","NARASOFT","2018/11/23","KONEX","주권","일반기업부","보통주","100","30480000"
"KR7051490001","051490","나라엠앤디","나라엠앤디","NARA MOLD & DIE CO., LTD.","2001/06/12","KOSDAQ","주권","중견기업부","보통주","500","14200000"
"KR7190510008","190510","나무가","나무가","Namuga Co.,Ltd","2015/11/12","KOSDAQ","주권","중견기업부","보통주","500","13742180"
"KR7242040004","242040","나무기술","나무기술","NAMU TECH CO.,LTD.","2016/09/07","KOSDAQ","주권","기술성장기업부","보통주","100","33822452"
"KR7089600001","089600","나스미디어","나스미디어","Nasmedia Co., Ltd.","2013/07/17","KOSDAQ","주권","우량기업부","보통주","500","9604910"
"KR7293580007","293580","나우아이비캐피탈","나우IB","NAU IB Capital","2018/10/04","KOSDAQ","주권","벤처기업부","보통주","5000","9577000"
"KR7257990002","257990","나우코스","나우코스","NOWCOS","2020/12/30","KONEX","주권","일반기업부","보통주","500","3912595"
"KR7138610001","138610","나이벡","나이벡","NIBEC CO., LTD.","2011/07/13","KOSDAQ","주권","기술성장기업부","보통주","500","9902979"
"KR7130580004","130580","나이스디앤비","나이스디앤비","NICE D&B CO., LTD.","2011/12/22","KOSDAQ","주권","우량기업부","보통주","500","15400000"
"KR7036800001","036800","나이스정보통신","나이스정보통신","NICE INFORMATION&TELECOMMUNICATION INC.","2000/05/03","KOSDAQ","주권","우량기업부","보통주","500","10000000"
"KR7030190003","030190","나이스평가정보","NICE평가정보","NICE Information Service Co., Ltd.","2000/05/16","KOSDAQ","주권","우량기업부","보통주","500","60714820"
"KR7267320000","267320","나인테크","나인테크","Naintech. CO.,LTD.","2017/06/22","KOSDAQ","주권","우량기업부","보통주","100","39396554"
"KR7001260009","001260","남광토건보통주","남광토건","NamkwangEngineering&Construction","1976/12/28","KOSPI","주권",,"보통주","5000","9828901"
"KR7008351009","008355","남선알미늄1우선주","남선알미우","NamsunAluminium(1P)","1989/12/23","KOSPI","주권",,"구형우선주","500","307890"
"KR7008350001","008350","남선알미늄보통주","남선알미늄","NamsunAluminium","1978/05/22","KOSPI","주권",,"보통주","500","110179090"
"KR7004270005","004270","남성보통주","남성","Namsung","1989/11/14","KOSPI","주권",,"보통주","500","36212160"
"KR7003921004","003925","남양유업1우선주","남양유업우","NamyangDairyProducts(1P)","1988/06/20","KOSPI","주권",,"구형우선주","5000","166662"
"KR7003920006","003920","남양유업보통주","남양유업","NamyangDairyProducts","1978/06/24","KOSPI","주권",,"보통주","5000","720000"
"KR7025860008","025860","남해화학보통주","남해화학","NamhaeChemical","1995/11/10","KOSPI","주권",,"보통주","1000","49678843"
"KR7111710000","111710","남화산업","남화산업","Namhwa Industrial Co.,Ltd","2018/11/29","KOSDAQ","주권","중견기업부","보통주","200","20588000"
"KR7091590000","091590","남화토건","남화토건","Nam Hwa Construction Company, Limited","2012/01/31","KOSDAQ","주권","우량기업부","보통주","500","11740000"
"KR7168330009","168330","내츄럴엔도텍","내츄럴엔도텍","Naturalendo Tech Co., Ltd","2013/10/31","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","27573528"
"KR7094860004","094860","네오리진","네오리진","NEORIGIN","2007/04/16","KOSDAQ","주권","벤처기업부","보통주","100","53678041"
"KR7253590004","253590","네오셈","네오셈","Neosem Inc.","2018/04/04","KOSDAQ","주권","벤처기업부","보통주","100","37575588"
"KR7212560007","212560","네오오토","네오오토","NEOOTO Co., Ltd.","2015/11/18","KOSDAQ","주권","우량기업부","보통주","500","7874963"
"KR7095660007","095660","네오위즈","네오위즈","NEOWIZ","2007/07/02","KOSDAQ","주권","우량기업부","보통주","500","22033719"
"KR7042420000","042420","네오위즈홀딩스","네오위즈홀딩스","NEOWIZ HOLDINDS Corporation","2000/06/27","KOSDAQ","주권","우량기업부","보통주","500","8856866"
"KR8840140006","950220","네오이뮨텍(Reg.S)","네오이뮨텍(Reg.S)","NeoImmuneTech, Inc.(Reg.S)","2021/03/16","KOSDAQ","주식예탁증권","외국기업(소속부없음)","보통주","0","98392010"
"KR7311390009","311390","네오크레마","네오크레마","Neo Cremar Co., Ltd.","2019/08/22","KOSDAQ","주권","벤처기업부","보통주","500","7315995"
"KR7085910008","085910","네오티스","네오티스","NEO TECHNICAL SYSTEM CO., LTD","2007/10/01","KOSDAQ","주권","중견기업부","보통주","500","12781259"
"KR7092730001","092730","네오팜","네오팜","Neopharm CO., LTD.","2007/01/30","KOSDAQ","주권","우량기업부","보통주","500","8207361"
"KR7290660000","290660","네오펙트","네오펙트","NEOFECT Co.,Ltd","2018/11/28","KOSDAQ","주권","기술성장기업부","보통주","500","18906280"
"KR7306620006","306620","네온테크","네온테크","Neontech Co., Ltd.","2018/10/31","KOSDAQ","주권","벤처기업부","보통주","100","39476818"
"KR7153460001","153460","네이블커뮤니케이션즈","네이블","Nable Communications, Inc.","2012/07/19","KOSDAQ","주권","벤처기업부","보통주","500","6530014"
"KR7007390008","007390","네이처셀","네이처셀","NATURECELL CO.,LTD.","1992/11/30","KOSDAQ","주권","중견기업부","보통주","500","61406455"
"KR7086220001","086220","네추럴에프앤피","네추럴FNP","Natural F&P","2015/07/09","KONEX","주권","일반기업부","보통주","500","10573865"
"KR7033640004","033640","네패스","네패스","NEPES Corporation","1999/12/14","KOSDAQ","주권","중견기업부","보통주","500","23059202"
"KR7330860008","330860","네패스아크","네패스아크","Nepes Ark Corporation","2020/11/17","KOSDAQ","주권","중견기업부","보통주","500","12184045"
"KR7005721006","005725","넥센1우선주","넥센우","NEXEN(1P)","1989/09/23","KOSPI","주권",,"구형우선주","500","3600600"
"KR7005720008","005720","넥센보통주","넥센","NEXEN","1987/12/19","KOSPI","주권",,"보통주","500","53543977"
"KR7002351005","002355","넥센타이어1우선주(신형)","넥센타이어1우B","NEXENTIRE(1PB)","1999/06/08","KOSPI","주권",,"신형우선주","500","6500000"
"KR7002350007","002350","넥센타이어보통주","넥센타이어","NEXENTIRE","1976/05/19","KOSPI","주권",,"보통주","500","97667877"
"KR7089140008","089140","넥스턴바이오사이언스","넥스턴바이오","NEXTURNBIOSCIENCE","2006/11/01","KOSDAQ","주권","벤처기업부","보통주","500","33220864"
"KR7065170003","065170","넥스트비티","넥스트BT","NEXT BT Co., LTD.","2002/11/19","KOSDAQ","주권","중견기업부","보통주","500","88239565"
"KR7003580008","003580","넥스트사이언스보통주","넥스트사이언스","NEXT SCIENCE","1990/03/23","KOSPI","주권",,"보통주","500","41283639"
"KR7137940003","137940","넥스트아이","넥스트아이","NextEye Co., Ltd.","2011/06/14","KOSDAQ","주권","중견기업부","보통주","100","77116173"
"KR7160550000","160550","넥스트엔터테인먼트월드","NEW","Next Entertainment World Co., Ltd.","2014/12/23","KOSDAQ","주권","중견기업부","보통주","500","27906106"
"KR7348210006","348210","넥스틴","넥스틴","NEXTIN Inc.","2020/10/08","KOSDAQ","주권","기술성장기업부","보통주","500","9563400"
"KR7041140005","041140","넥슨지티","넥슨지티","Nexon GT Co., Ltd.","2000/07/25","KOSDAQ","주권","중견기업부","보통주","500","35373322"
"KR7217270008","217270","넵튠","넵튠","Neptune Company","2015/06/18","KOSDAQ","주권","중견기업부","보통주","500","31711822"
"KR7225570001","225570","넷게임즈","넷게임즈","NAT GAMES Co., Ltd.","2015/09/25","KOSDAQ","주권","중견기업부","보통주","500","28850967"
"KR7251270005","251270","넷마블보통주","넷마블","Netmarble Corporation","2017/05/12","KOSPI","주권",,"보통주","100","85953502"
"KR7317860005","317860","노드메이슨","노드메이슨","Nordmason","2019/12/06","KONEX","주권","일반기업부","보통주","500","3761258"
"KR7104620000","104620","노랑풍선","노랑풍선","Yellow Balloon Tour Co., Ltd.","2019/01/30","KOSDAQ","주권","중견기업부","보통주","500","4765650"
"KR7090351008","090355","노루페인트 1우선주","노루페인트우","NOROO PAINT(1P)","2006/07/03","KOSPI","주권",,"구형우선주","500","463126"
"KR7090350000","090350","노루페인트 보통주","노루페인트","NOROO PAINT","2006/07/03","KOSPI","주권",,"보통주","500","20000000"
"KR7000321000","000325","노루홀딩스1우선주","노루홀딩스우","NorooHoldings(1P)","1989/01/21","KOSPI","주권",,"구형우선주","500","185250"
"KR7000320002","000320","노루홀딩스보통주","노루홀딩스","NorooHoldings","1973/08/10","KOSPI","주권",,"보통주","500","13291151"
"KR7194700001","194700","노바렉스","노바렉스","NOVAREX Co., Ltd.","2018/11/14","KOSDAQ","주권","우량기업부","보통주","500","9003740"
"KR7285490009","285490","노바텍","노바텍","NOVATECH","2018/11/02","KOSDAQ","주권","벤처기업부","보통주","500","10081744"
"KR7229500004","229500","노브메타파마","노브메타파마","NOVMETAPHARMA","2015/10/28","KONEX","주권","일반기업부","보통주","500","8962867"
"KR7278650007","278650","노터스","노터스","KNOTUS Co.,Ltd.","2019/11/27","KOSDAQ","주권","벤처기업부","보통주","100","7619368"
"KR7144510005","144510","녹십자랩셀","녹십자랩셀","Green Cross Lab Cell Corporation","2016/06/23","KOSDAQ","주권","벤처기업부","보통주","500","10554054"
"KR7006280002","006280","녹십자보통주","녹십자","Green Cross Corporation","1989/08/01","KOSPI","주권",,"보통주","5000","11686538"
"KR7031390008","031390","녹십자셀","녹십자셀","GREEN CROSS CELL CORPORATION","1998/09/25","KOSDAQ","주권","벤처기업부","보통주","500","12681216"
"KR7142280007","142280","녹십자엠에스","녹십자엠에스","Green Cross Medical Science Corporation","2014/12/17","KOSDAQ","주권","중견기업부","보통주","500","21117283"
"KR7234690006","234690","녹십자웰빙","녹십자웰빙","GREEN CROSS WellBeing Corporation","2019/10/14","KOSDAQ","주권","우량기업부","보통주","500","17752276"
"KR7005252002","005257","녹십자홀딩스2우선주(신형)","녹십자홀딩스2우","Green Cross Holdings Corporation(2PB)","1997/03/19","KOSPI","주권",,"신형우선주","500","845990"
"KR7005250006","005250","녹십자홀딩스보통주","녹십자홀딩스","Green Cross Holdings Corporation","1978/08/28","KOSPI","주권",,"보통주","500","47028210"
"KR7065560005","065560","녹원씨엔아이","녹원씨엔아이","Nokwon Commercials & Industries, Inc.","2003/07/01","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","17260625"
"KR7004370003","004370","농심보통주","농심","Nongshim","1976/06/30","KOSPI","주권",,"보통주","5000","6082642"
"KR7072710007","072710","농심홀딩스보통주","농심홀딩스","NongshimHoldings","2003/07/30","KOSPI","주권",,"보통주","5000","4637790"
"KR7154030001","154030","농업회사법인 아시아종묘","아시아종묘","ASIA SEED Co.,Ltd.","2018/02/12","KOSDAQ","주권","기술성장기업부","보통주","500","10619969"
"KR7054050000","054050","농업회사법인농우바이오","농우바이오","NONG WOO BIO CO.,LTD.","2002/04/02","KOSDAQ","주권","우량기업부","보통주","500","16030561"
"KR7069140002","069140","누리플랜","누리플랜","Nuriplan Co., Ltd","2010/10/26","KOSDAQ","주권","벤처기업부","보통주","500","7102743"
